,总价,建筑面积,室,厅,卫,y_pred
641,38.5,50.0,1.0,1.0,1.0,39.086774124705
642,158.0,170.55,4.0,2.0,2.0,192.40487384420365
643,140.0,43.0,1.0,1.0,1.0,32.019283138823326
644,56.0,70.0,2.0,2.0,1.0,65.36178228641388
645,80.0,109.52,3.0,2.0,1.0,109.55746197638446
646,138.0,167.7,3.0,2.0,2.0,185.23275050455885
647,100.0,120.0,3.0,2.0,2.0,137.07284764362237
648,105.0,138.0,3.0,2.0,2.0,155.24639589303237
649,120.0,126.0,2.0,2.0,1.0,121.90171017346721
650,98.8,131.67,2.0,2.0,1.0,127.62637787203136
651,45.0,68.0,2.0,1.0,1.0,61.554967240936506
652,230.0,199.0,4.0,2.0,2.0,221.12917649396553
653,34.8,52.2,1.0,1.0,1.0,41.30798557741066
654,161.0,170.0,4.0,2.0,2.0,191.84957098102723
655,80.0,80.0,2.0,1.0,1.0,73.6706660738765
656,112.0,91.12,2.0,2.0,1.0,86.68541223238829
657,54.0,83.0,2.0,2.0,1.0,78.48712268876554
658,35.0,39.77,1.0,1.0,1.0,28.758140869623645
659,80.0,71.0,2.0,2.0,1.0,66.37142385582554
660,48.0,56.0,2.0,1.0,1.0,49.43926840799651
661,112.0,96.98,2.0,1.0,1.0,90.81437992248662
662,56.0,71.0,2.0,1.0,1.0,64.58389194917152
663,106.0,120.0,3.0,2.0,1.0,120.13850562381873
664,52.0,60.13,2.0,2.0,1.0,55.39661999632073
665,115.0,87.34,2.0,2.0,1.0,82.86896710001218
666,59.0,65.0,2.0,1.0,1.0,58.5260425327015
667,126.0,99.0,2.0,2.0,1.0,94.64138779935222
668,89.0,110.0,2.0,2.0,1.0,105.74744506288054
669,46.8,60.0,2.0,1.0,1.0,53.47783468564318
670,90.0,81.75,2.0,1.0,1.0,75.43753882034693
671,100.0,95.66,3.0,2.0,1.0,95.56382982433875
672,44.8,59.0,1.0,1.0,1.0,48.17354824940999
673,98.0,103.0,2.0,1.0,1.0,96.89242217034484
674,130.0,110.69,3.0,2.0,1.0,110.73874261259611
675,72.0,76.63,2.0,1.0,1.0,70.26817398495919
676,117.0,120.0,3.0,2.0,2.0,137.07284764362237
677,42.8,69.23,2.0,1.0,1.0,62.79682637131287
678,73.0,85.0,2.0,2.0,1.0,80.50640582758888
679,305.0,149.4,5.0,3.0,3.0,194.06747344442607
680,77.0,75.9,2.0,1.0,1.0,69.53113563928869
681,72.0,58.0,1.0,1.0,1.0,47.163906679998334
682,96.8,104.0,2.0,2.0,1.0,99.68959564641055
683,360.0,178.0,5.0,3.0,3.0,222.94322232959973
684,142.9,114.5,3.0,2.0,1.0,114.58547699205457
685,65.0,93.0,2.0,2.0,1.0,88.58353838288221
686,90.0,88.0,2.0,2.0,1.0,83.53533053582387
687,80.0,90.0,2.0,2.0,1.0,85.55461367464721
688,110.0,88.0,2.0,2.0,1.0,83.53533053582387
689,84.5,83.0,2.0,2.0,1.0,78.48712268876554
690,138.0,146.0,3.0,2.0,2.0,163.3235284483257
691,44.8,80.0,2.0,2.0,1.0,75.45819798053054
692,74.0,95.31,2.0,2.0,1.0,90.91581040822317
693,88.0,110.0,3.0,2.0,1.0,110.04208992970206
694,75.0,89.0,2.0,2.0,1.0,84.54497210523554
695,56.8,73.0,2.0,1.0,1.0,66.60317508799486
696,141.0,120.9,3.0,2.0,2.0,137.9815250560929
697,100.0,141.1,2.0,1.0,1.0,135.35976596492935
698,38.5,48.0,2.0,1.0,1.0,41.362135852703176
699,55.0,70.0,2.0,1.0,1.0,63.574250379759846
700,122.5,87.0,2.0,2.0,1.0,82.52568896641222
701,86.0,100.0,2.0,2.0,1.0,95.65102936876389
702,135.0,99.83,2.0,2.0,1.0,95.47939030196389
703,45.0,65.0,1.0,1.0,1.0,54.231397665879996
704,139.0,109.0,3.0,2.0,1.0,109.03244836029039
705,107.0,90.0,2.0,2.0,1.0,85.55461367464721
706,110.0,138.0,3.0,2.0,1.0,138.31205387322873
707,98.0,80.0,2.0,2.0,1.0,75.45819798053054
708,60.0,68.0,2.0,1.0,1.0,61.554967240936506
709,142.0,132.0,3.0,2.0,2.0,149.18854647656235
710,105.0,88.0,2.0,2.0,1.0,83.53533053582387
711,85.0,92.6,2.0,2.0,1.0,88.17968175511754
712,54.0,68.0,1.0,1.0,1.0,57.260322374115
713,67.0,102.0,3.0,2.0,2.0,118.89929939421236
714,32.0,38.4,1.0,1.0,1.0,27.374931919529658
715,68.0,68.0,2.0,1.0,1.0,61.554967240936506
716,57.8,89.58,2.0,2.0,1.0,85.1305642154943
717,33.0,45.0,1.0,1.0,1.0,34.03856627764665
718,78.0,82.5,2.0,2.0,1.0,77.98230190405971
719,75.0,89.0,2.0,2.0,1.0,84.54497210523554
720,51.0,58.0,2.0,1.0,1.0,51.45855154681984
721,50.0,53.0,2.0,2.0,1.0,48.19787560641554
722,105.0,88.09,2.0,2.0,1.0,83.62619827707093
723,105.0,97.0,2.0,1.0,1.0,90.83457275387485
724,120.0,125.0,3.0,2.0,2.0,142.1210554906807
725,106.0,150.0,3.0,2.0,1.0,150.42775270616872
726,95.0,95.0,2.0,2.0,1.0,90.60282152170555
727,62.0,68.0,2.0,1.0,1.0,61.554967240936506
728,173.0,153.0,3.0,2.0,2.0,170.39101943420735
729,85.0,82.72,2.0,2.0,1.0,78.20442304933027
730,81.8,86.0,2.0,1.0,1.0,79.72851549034651
731,168.0,144.0,3.0,2.0,2.0,161.30424530950236
732,110.0,100.0,2.0,2.0,1.0,95.65102936876389
733,53.0,86.0,2.0,2.0,1.0,81.51604739700055
734,100.0,98.0,3.0,2.0,2.0,114.8607331165657
735,24.0,56.0,2.0,1.0,1.0,49.43926840799651
736,118.0,130.0,3.0,2.0,1.0,130.2349213179354
737,63.0,67.67,2.0,2.0,1.0,63.0093174296847
738,82.0,120.0,3.0,2.0,1.0,120.13850562381873
739,69.9,48.0,1.0,1.0,1.0,37.06749098588166
740,84.0,74.2,2.0,1.0,1.0,67.81474497128886
741,60.0,57.9,1.0,1.0,1.0,47.06294252305715
742,74.5,82.0,2.0,2.0,1.0,77.47748111935388
743,58.0,66.0,2.0,1.0,1.0,59.53568410211317
744,87.0,100.08,2.0,2.0,1.0,95.73180069431682
745,180.0,70.86,2.0,1.0,1.0,64.44254212945388
746,135.0,117.0,3.0,2.0,2.0,134.04392293538737
747,92.8,157.0,5.0,3.0,2.0,184.8064073521511
748,78.0,75.76,2.0,2.0,1.0,71.17731772622508
749,57.0,67.0,2.0,1.0,1.0,60.54532567152484
750,55.0,64.0,2.0,1.0,1.0,57.51640096328984
751,95.3,86.64,2.0,2.0,1.0,82.16221800142401
752,81.0,85.0,2.0,2.0,1.0,80.50640582758888
753,189.0,132.0,3.0,2.0,2.0,149.18854647656235
754,33.0,49.0,1.0,1.0,1.0,38.07713255529333
755,40.0,55.0,2.0,1.0,1.0,48.42962683858484
756,120.0,125.0,3.0,2.0,2.0,142.1210554906807
757,40.0,55.3,2.0,1.0,1.0,48.73251930940833
758,65.0,101.0,2.0,2.0,1.0,96.66067093817554
759,360.0,273.0,4.0,2.0,3.0,312.7769946502325
760,275.0,129.0,3.0,2.0,2.0,146.15962176832736
761,85.0,99.0,3.0,2.0,1.0,98.93603266617373
762,59.8,66.0,2.0,1.0,1.0,59.53568410211317
763,94.0,115.0,2.0,2.0,1.0,110.79565290993888
764,130.0,106.0,3.0,2.0,1.0,106.00352365205539
765,116.0,98.0,3.0,2.0,1.0,97.92639109676206
766,72.0,82.32,2.0,1.0,1.0,76.01303451491157
767,130.0,98.89,2.0,2.0,1.0,94.53032722671693
768,56.0,66.0,1.0,1.0,1.0,55.241039235291666
769,340.0,217.0,4.0,3.0,3.0,258.0245986698332
770,125.0,89.96,2.0,2.0,1.0,85.51422801187074
771,18.0,60.0,2.0,1.0,1.0,53.47783468564318
772,80.0,96.3,2.0,1.0,1.0,90.12782365528668
773,200.0,196.0,3.0,2.0,2.0,213.80560691890904
774,122.0,146.12,3.0,2.0,2.0,163.4446854366551
775,70.0,81.0,2.0,2.0,1.0,76.46783954994221
776,98.0,93.4,2.0,2.0,1.0,88.98739501064688
777,37.0,50.0,1.0,1.0,1.0,39.086774124705
778,23.0,59.9,1.0,1.0,1.0,49.0822256618805
779,85.0,80.0,2.0,1.0,1.0,73.6706660738765
780,62.8,73.98,2.0,1.0,1.0,67.59262382601828
781,106.0,130.0,2.0,2.0,1.0,125.94027645111387
782,67.0,89.0,2.0,1.0,1.0,82.75744019858152
783,140.0,170.0,3.0,2.0,2.0,187.5549261142057
784,34.0,46.0,1.0,1.0,1.0,35.04820784705832
785,118.0,101.0,3.0,2.0,1.0,100.95531580499706
786,73.0,95.0,2.0,1.0,1.0,88.81528961505151
787,150.0,135.0,3.0,2.0,2.0,152.21747118479738
788,70.0,82.0,2.0,2.0,1.0,77.47748111935388
789,74.0,77.0,2.0,1.0,1.0,70.64174136564151
790,60.0,77.42,2.0,2.0,1.0,72.85332273144844
791,52.0,56.0,2.0,1.0,1.0,49.43926840799651
792,93.0,89.0,2.0,2.0,1.0,84.54497210523554
793,59.0,75.0,2.0,1.0,1.0,68.62245822681818
794,178.0,136.4,3.0,2.0,2.0,153.63096938197373
795,55.0,86.0,2.0,2.0,1.0,81.51604739700055
796,79.0,80.0,2.0,2.0,1.0,75.45819798053054
797,65.8,73.0,2.0,1.0,1.0,66.60317508799486
798,56.5,60.17,2.0,1.0,1.0,53.64947375244315
799,120.0,88.0,2.0,1.0,1.0,81.74779862916985
800,155.0,170.44,3.0,2.0,2.0,187.99916840474685
801,120.0,114.0,2.0,2.0,1.0,109.78601134052721
802,228.0,152.0,2.0,2.0,2.0,165.0867329979742
803,60.0,84.44,2.0,2.0,1.0,79.94100654871835
804,89.9,83.0,2.0,2.0,1.0,78.48712268876554
805,73.0,80.78,2.0,2.0,1.0,76.24571840467163
806,145.0,143.0,3.0,2.0,2.0,160.2946037400907
807,70.0,78.0,2.0,2.0,1.0,73.4389148417072
808,85.0,89.9,2.0,2.0,1.0,85.45364951770605
809,72.0,87.0,2.0,1.0,1.0,80.73815705975818
810,70.0,78.0,2.0,1.0,1.0,71.65138293505318
811,98.0,97.3,3.0,1.0,1.0,95.43211009151986
812,118.0,88.1,2.0,2.0,1.0,83.63629469276505
813,69.0,77.0,2.0,2.0,1.0,72.42927327229555
814,87.0,84.0,2.0,1.0,1.0,77.70923235152318
815,78.5,92.39,2.0,1.0,1.0,86.18012511888706
816,139.0,110.0,3.0,2.0,1.0,110.04208992970206
817,97.0,89.0,2.0,2.0,1.0,84.54497210523554
818,105.0,110.0,3.0,2.0,1.0,110.04208992970206
819,104.0,123.4,3.0,2.0,2.0,140.50562897962203
820,190.0,148.0,3.0,2.0,2.0,165.34281158714904
821,61.8,77.0,2.0,2.0,1.0,72.42927327229555
822,115.0,98.0,2.0,2.0,1.0,93.63174622994055
823,45.0,65.0,2.0,1.0,1.0,58.5260425327015
824,114.0,128.0,3.0,2.0,1.0,128.21563817911206
825,160.0,192.0,5.0,4.0,3.0,238.8657362080171
826,88.0,95.45,2.0,2.0,1.0,91.0571602279408
827,65.0,98.0,2.0,2.0,1.0,93.63174622994055
828,143.0,134.0,3.0,2.0,2.0,151.20782961538572
829,93.0,89.0,2.0,2.0,1.0,84.54497210523554
830,228.0,181.2,4.0,2.0,2.0,203.15755655843788
831,132.0,131.0,3.0,2.0,2.0,148.1789049071507
832,95.0,89.0,2.0,2.0,1.0,84.54497210523554
833,53.0,59.0,2.0,1.0,1.0,52.46819311623151
834,106.0,104.3,2.0,2.0,1.0,99.99248811723405
835,125.0,91.0,2.0,2.0,1.0,86.56425524405888
836,185.0,140.0,3.0,2.0,2.0,157.2656790318557
837,58.0,68.0,2.0,1.0,1.0,61.554967240936506
838,55.8,64.0,2.0,2.0,1.0,59.30393286994388
839,380.0,169.05,3.0,2.0,2.0,186.59576662326464
840,128.0,132.5,6.0,3.0,3.0,181.2991757881904
841,52.0,58.0,1.0,1.0,1.0,47.163906679998334
842,136.0,143.0,3.0,2.0,2.0,160.2946037400907
843,120.0,99.8,3.0,2.0,1.0,99.74374592170305
844,120.0,92.0,2.0,2.0,1.0,87.57389681347055
845,135.0,171.74,3.0,2.0,2.0,189.31170244498202
846,75.0,90.38,2.0,1.0,1.0,84.15074556436961
847,143.0,163.86,3.0,2.0,2.0,181.35572687801806
848,83.0,73.76,2.0,1.0,1.0,67.3705026807477
849,98.0,88.0,2.0,2.0,1.0,83.53533053582387
850,125.0,113.0,3.0,2.0,1.0,113.07101463793705
851,30.0,43.0,1.0,1.0,1.0,32.019283138823326
852,129.5,96.9,2.0,2.0,1.0,92.52114050358772
853,240.0,141.0,4.0,3.0,2.0,164.3574973747429
854,85.0,93.1,2.0,2.0,1.0,88.68450253982337
855,67.0,69.63,2.0,1.0,1.0,63.20068299907752
856,95.0,108.0,3.0,2.0,2.0,124.95714881068237
857,85.0,118.94,2.0,1.0,1.0,112.9861087867668
858,34.0,92.0,2.0,1.0,1.0,85.78636490681652
859,105.0,110.23,3.0,2.0,1.0,110.27430749066674
860,60.0,38.8,1.0,1.0,1.0,27.77878854729434
861,98.0,103.1,2.0,2.0,1.0,98.78091823394004
862,38.79,42.0,1.0,1.0,1.0,31.00964156941167
863,79.7,107.0,2.0,2.0,1.0,102.71852035464555
864,60.0,67.0,2.0,1.0,1.0,60.54532567152484
865,77.0,120.0,3.0,2.0,2.0,137.07284764362237
866,55.0,88.0,3.0,2.0,2.0,104.76431742244903
867,75.0,97.0,2.0,2.0,1.0,92.62210466052888
868,100.0,100.07,2.0,2.0,1.0,95.7217042786227
869,125.0,171.0,4.0,2.0,2.0,192.85921255043888
870,57.5,88.0,2.0,2.0,1.0,83.53533053582387
871,66.0,80.0,2.0,1.0,1.0,73.6706660738765
872,55.0,71.0,2.0,1.0,1.0,64.58389194917152
873,132.0,170.25,4.0,2.0,2.0,192.1019813733801
874,270.0,161.0,4.0,2.0,2.0,182.7627968563222
875,66.8,80.0,2.0,2.0,2.0,92.39254000033418
876,58.5,70.0,2.0,2.0,1.0,65.36178228641388
877,272.55,237.0,4.0,2.0,4.0,293.3642401712162
878,42.0,76.0,2.0,1.0,1.0,69.63209979622985
879,63.0,78.0,2.0,1.0,1.0,71.65138293505318
880,110.0,123.0,3.0,2.0,2.0,140.10177235185736
881,282.0,281.1,4.0,2.0,4.0,337.8894333822707
882,130.0,96.0,2.0,2.0,1.0,91.6124630911172
883,70.0,81.0,2.0,1.0,1.0,74.68030764328817
884,105.0,93.0,2.0,1.0,1.0,86.79600647622819
885,35.0,53.0,1.0,1.0,1.0,42.115698832939984
886,79.5,79.21,2.0,2.0,1.0,74.66058114069531
887,165.0,146.0,3.0,2.0,2.0,163.3235284483257
888,108.0,91.4,2.0,2.0,1.0,86.96811187182355
889,79.0,77.21,2.0,1.0,1.0,70.85376609521796
890,188.0,168.67,3.0,2.0,2.0,186.21210282688818
891,33.5,52.0,1.0,1.0,1.0,41.10605726352833
892,82.0,88.45,2.0,2.0,1.0,83.98966924205914
893,138.0,171.56,4.0,2.0,2.0,193.4246118293094
894,130.0,134.0,3.0,2.0,2.0,151.20782961538572
895,89.0,85.33,2.0,2.0,1.0,80.83958754549474
896,78.0,92.48,2.0,2.0,1.0,88.05852476678814
897,64.0,78.0,2.0,1.0,1.0,71.65138293505318
898,125.0,88.35,2.0,2.0,2.0,100.8230471049216
899,196.0,86.0,3.0,2.0,1.0,85.81069226382206
900,139.0,140.37,3.0,2.0,2.0,157.63924641253803
901,300.0,140.0,3.0,2.0,2.0,157.2656790318557
902,118.0,75.0,2.0,2.0,1.0,70.4099901334722
903,82.5,96.0,2.0,2.0,1.0,91.6124630911172
904,96.8,98.43,2.0,2.0,1.0,94.06589210478757
905,130.0,131.2,3.0,2.0,2.0,148.38083322103301
906,95.8,84.0,2.0,2.0,1.0,79.49676425817721
907,70.0,100.0,2.0,2.0,1.0,95.65102936876389
908,87.5,108.0,3.0,2.0,1.0,108.02280679087872
909,240.0,139.0,3.0,2.0,2.0,156.25603746244406
910,71.0,75.0,2.0,2.0,1.0,70.4099901334722
911,188.0,158.4,3.0,2.0,2.0,175.84308390903038
912,74.95,90.14,2.0,2.0,1.0,85.69596349436485
913,62.0,75.0,2.0,2.0,1.0,70.4099901334722
914,55.0,50.0,1.0,1.0,1.0,39.086774124705
915,95.0,98.2,3.0,2.0,1.0,98.1283194106444
916,78.0,87.0,2.0,2.0,1.0,82.52568896641222
917,133.0,89.0,2.0,1.0,1.0,82.75744019858152
918,110.0,100.0,3.0,2.0,1.0,99.94567423558539
919,439.0,255.0,5.0,3.0,4.0,317.6199651941017
920,31.0,41.0,1.0,1.0,1.0,30.0
921,163.0,147.0,3.0,2.0,2.0,164.33317001773736
922,63.0,84.4,2.0,2.0,1.0,79.90062088594189
923,49.0,55.0,2.0,1.0,1.0,48.42962683858484
924,94.0,75.0,2.0,1.0,1.0,68.62245822681818
925,148.8,126.59,3.0,2.0,1.0,126.79204356624162
926,65.0,62.0,1.0,1.0,1.0,51.20247295764499
927,136.0,115.89,3.0,2.0,1.0,115.98887877353678
928,105.0,99.0,2.0,2.0,2.0,111.57572981915585
929,83.0,89.0,2.0,2.0,1.0,84.54497210523554
930,63.0,63.0,1.0,1.0,1.0,52.21211452705666
931,60.0,80.0,2.0,2.0,1.0,75.45819798053054
932,132.0,52.0,2.0,1.0,1.0,45.40070213034985
933,75.6,81.11,2.0,1.0,1.0,74.79136821592346
934,76.5,82.0,2.0,2.0,1.0,77.47748111935388
935,50.0,68.0,2.0,2.0,1.0,63.34249914759054
936,178.0,136.5,3.0,2.0,2.0,153.73193353891486
937,125.0,95.73,2.0,2.0,2.0,108.27420188717971
938,102.0,79.0,2.0,1.0,1.0,72.66102450446485
939,85.0,90.0,2.0,1.0,1.0,83.76708176799318
940,138.0,149.4,3.0,2.0,2.0,166.75630978432537
941,78.8,88.0,2.0,1.0,1.0,81.74779862916985
942,120.0,97.0,3.0,2.0,1.0,96.91674952735039
943,118.0,92.2,2.0,2.0,1.0,87.77582512735289
944,62.0,68.6,2.0,1.0,1.0,62.1607521825835
945,39.0,31.0,1.0,1.0,1.0,19.903584305883342
946,85.0,79.1,2.0,1.0,1.0,72.76198866140601
947,175.0,235.0,3.0,2.0,2.0,253.18162812596404
948,378.0,296.0,6.0,3.0,3.0,346.37557238699793
949,130.0,113.0,3.0,2.0,1.0,113.07101463793705
950,109.0,93.0,2.0,2.0,1.0,88.58353838288221
951,148.0,138.0,2.0,3.0,1.0,135.80494091306124
952,44.0,66.2,2.0,1.0,1.0,59.737612415995514
953,110.0,92.0,2.0,2.0,1.0,87.57389681347055
954,110.0,131.03,3.0,2.0,2.0,148.20919415423305
955,113.0,131.75,3.0,2.0,1.0,132.0017940644058
956,69.8,75.0,2.0,2.0,1.0,70.4099901334722
957,85.0,92.32,2.0,2.0,1.0,87.89698211568228
958,70.0,75.0,1.0,2.0,1.0,66.1153452666507
959,42.0,54.6,2.0,1.0,1.0,48.02577021082018
960,81.0,90.0,2.0,2.0,1.0,85.55461367464721
961,108.0,114.0,3.0,2.0,1.0,114.08065620734872
962,128.0,90.0,4.0,2.0,2.0,111.07824542809388
963,56.0,53.0,1.0,1.0,1.0,42.115698832939984
964,152.0,121.0,2.0,1.0,1.0,115.06597041975485
965,150.0,125.0,3.0,2.0,1.0,125.18671347087707
966,75.0,66.04,2.0,1.0,1.0,59.576069764889645
967,75.0,86.0,2.0,2.0,1.0,81.51604739700055
968,114.0,132.3,2.0,2.0,2.0,145.19679408056436
969,129.0,123.3,3.0,2.0,2.0,140.40466482268087
970,130.0,110.0,2.0,2.0,1.0,105.74744506288054
971,157.0,134.82,3.0,2.0,2.0,152.03573570230327
972,45.0,46.6,1.0,1.0,1.0,35.653992788705324
973,217.5,105.0,4.0,2.0,1.0,109.28852694946524
974,90.0,86.0,2.0,2.0,1.0,81.51604739700055
975,129.8,109.0,3.0,1.0,1.0,107.24491645363636
976,93.0,103.0,2.0,1.0,1.0,96.89242217034484
977,67.8,78.6,2.0,2.0,1.0,74.0446997833542
978,57.0,65.0,2.0,1.0,1.0,58.5260425327015
979,51.0,62.0,2.0,1.0,1.0,55.497117824466514
980,39.7,59.0,2.0,1.0,1.0,52.46819311623151
981,60.0,90.0,1.0,1.0,1.0,79.47243690117168
982,65.0,86.0,2.0,1.0,1.0,79.72851549034651
983,81.0,89.0,2.0,1.0,1.0,82.75744019858152
984,95.0,103.0,2.0,2.0,1.0,98.67995407699888
985,173.0,126.0,3.0,2.0,2.0,143.13069706009236
986,107.0,95.0,2.0,2.0,1.0,90.60282152170555
987,76.0,92.3,2.0,2.0,1.0,87.87678928429403
988,83.5,87.68,2.0,2.0,1.0,83.21224523361215
989,113.0,133.0,3.0,2.0,2.0,150.19818804597404
990,75.0,90.5,2.0,2.0,1.0,86.05943445935304
991,70.0,68.0,2.0,1.0,1.0,61.554967240936506
992,65.0,57.0,2.0,2.0,1.0,52.2364418840622
993,67.8,88.1,2.0,2.0,1.0,83.63629469276505
994,62.0,84.0,2.0,1.0,1.0,77.70923235152318
995,70.0,107.0,2.0,2.0,1.0,102.71852035464555
996,110.0,136.0,4.0,2.0,2.0,157.52175762103053
997,78.8,91.68,2.0,2.0,1.0,87.25081151125882
998,75.0,75.0,2.0,1.0,1.0,68.62245822681818
999,75.0,75.0,2.0,1.0,1.0,68.62245822681818
1000,70.0,88.0,2.0,2.0,1.0,83.53533053582387
1001,113.0,86.0,2.0,2.0,1.0,81.51604739700055
1002,81.8,86.0,2.0,2.0,1.0,81.51604739700055
1003,79.0,88.0,2.0,2.0,1.0,83.53533053582387
1004,73.8,58.4,1.0,1.0,1.0,47.56776330776299
1005,90.0,118.18,2.0,2.0,1.0,114.006313100668
1006,105.0,94.0,2.0,2.0,1.0,89.59317995229388
1007,113.0,165.0,3.0,2.0,1.0,165.57237624734373
1008,155.0,58.0,2.0,1.0,1.0,51.45855154681984
1009,69.0,95.0,2.0,2.0,1.0,90.60282152170555
1010,34.8,45.0,1.0,1.0,1.0,34.03856627764665
1011,69.8,75.0,2.0,1.0,1.0,68.62245822681818
1012,97.0,89.0,2.0,2.0,1.0,84.54497210523554
1013,61.0,130.0,3.0,2.0,1.0,130.2349213179354
1014,120.0,88.0,2.0,2.0,1.0,83.53533053582387
1015,160.0,156.0,3.0,2.0,2.0,173.41994414244238
1016,75.0,115.0,3.0,2.0,1.0,115.0902977767604
1017,350.0,196.0,4.0,2.0,4.0,251.96893582533784
1018,107.0,100.99,3.0,2.0,2.0,117.87956140910657
1019,57.0,63.3,2.0,1.0,1.0,56.809651864701664
1020,48.0,63.0,2.0,1.0,1.0,56.50675939387817
1021,47.0,55.0,2.0,1.0,1.0,48.42962683858484
1022,84.0,84.0,2.0,2.0,1.0,79.49676425817721
1023,120.0,90.0,2.0,1.0,1.0,83.76708176799318
1024,82.0,84.0,2.0,1.0,1.0,77.70923235152318
1025,69.8,85.0,2.0,2.0,1.0,80.50640582758888
1026,134.0,110.0,3.0,2.0,1.0,110.04208992970206
1027,165.0,149.0,3.0,2.0,2.0,166.3524531565607
1028,145.0,128.0,3.0,2.0,2.0,145.1499801989157
1029,85.0,107.0,2.0,2.0,1.0,102.71852035464555
1030,136.0,133.8,3.0,2.0,2.0,151.00590130150337
1031,133.0,88.0,3.0,2.0,1.0,87.82997540264539
1032,95.0,70.0,2.0,2.0,1.0,65.36178228641388
1033,210.0,180.0,3.0,2.0,2.0,197.65134180832237
1034,42.5,54.0,1.0,1.0,1.0,43.12534040235166
1035,99.0,90.0,2.0,2.0,1.0,85.55461367464721
1036,130.0,100.0,2.0,1.0,1.0,93.86349746210985
1037,89.0,118.0,2.0,1.0,1.0,112.03704571151985
1038,112.0,90.0,2.0,2.0,1.0,85.55461367464721
1039,69.8,69.0,2.0,2.0,1.0,64.35214071700221
1040,129.5,129.97,3.0,2.0,2.0,147.1389740906567
1041,125.0,135.25,3.0,2.0,2.0,152.4698815771503
1042,152.0,54.48,2.0,1.0,1.0,47.90461322249077
1043,128.0,117.0,3.0,2.0,2.0,134.04392293538737
1044,81.0,94.0,3.0,2.0,1.0,93.8878248191154
1045,110.0,83.0,2.0,2.0,1.0,78.48712268876554
1046,48.0,56.0,2.0,1.0,1.0,49.43926840799651
1047,138.0,128.0,3.0,2.0,1.0,128.21563817911206
1048,120.0,127.0,3.0,2.0,2.0,144.14033862950404
1049,70.0,71.0,2.0,2.0,1.0,66.37142385582554
1050,91.0,103.0,2.0,2.0,1.0,98.67995407699888
1051,48.0,51.0,2.0,1.0,1.0,44.39106056093818
1052,490.0,236.51,4.0,2.0,3.0,275.9351737824008
1053,48.0,73.65,2.0,1.0,1.0,67.25944210811244
1054,162.0,126.0,3.0,2.0,2.0,143.13069706009236
1055,135.0,115.0,2.0,2.0,1.0,110.79565290993888
1056,77.0,96.0,2.0,2.0,1.0,91.6124630911172
1057,37.0,65.0,2.0,1.0,1.0,58.5260425327015
1058,36.0,57.0,2.0,1.0,1.0,50.448909977408164
1059,180.0,121.0,3.0,2.0,2.0,138.08248921303402
1060,84.0,59.43,2.0,1.0,1.0,52.90233899107853
1061,66.0,68.32,1.0,1.0,1.0,57.58340767632672
1062,180.0,145.0,3.0,2.0,2.0,162.31388687891405
1063,210.0,104.0,3.0,1.0,1.0,102.19670860657803
1064,59.0,69.0,1.0,1.0,1.0,58.26996394352667
1065,99.0,110.0,2.0,2.0,1.0,105.74744506288054
1066,142.0,119.0,2.0,2.0,1.0,114.83421918758555
1067,52.0,89.6,2.0,2.0,1.0,85.15075704688255
1068,64.0,75.0,2.0,2.0,1.0,70.4099901334722
1069,60.0,59.87,2.0,2.0,1.0,55.13411318827368
1070,57.6,76.45,2.0,2.0,1.0,71.87397040911912
1071,180.0,88.0,3.0,1.0,1.0,86.04244349599136
1072,135.8,97.86,2.0,2.0,1.0,93.49039641022291
1073,69.8,80.0,3.0,1.0,1.0,77.96531094069803
1074,116.0,94.0,2.0,2.0,1.0,89.59317995229388
1075,175.0,123.56,3.0,2.0,2.0,140.6671716307279
1076,105.0,68.0,2.0,1.0,1.0,61.554967240936506
1077,139.9,174.0,3.0,2.0,2.0,191.59349239185235
1078,58.0,56.0,1.0,1.0,1.0,45.14462354117499
1079,117.0,96.13,2.0,2.0,1.0,91.74371649514073
1080,67.0,51.0,1.0,1.0,1.0,40.09641569411666
1081,50.0,65.0,2.0,1.0,1.0,58.5260425327015
1082,45.0,103.0,2.0,2.0,1.0,98.67995407699888
1083,140.0,124.5,3.0,2.0,2.0,141.61623470597488
1084,110.0,90.0,2.0,2.0,1.0,85.55461367464721
1085,52.5,84.0,2.0,2.0,1.0,79.49676425817721
1086,44.5,50.6,2.0,1.0,1.0,43.987203933173504
1087,114.0,96.0,2.0,2.0,1.0,91.6124630911172
1088,85.0,109.0,3.0,1.0,1.0,107.24491645363636
1089,107.0,142.7,3.0,2.0,2.0,159.9917112692672
1090,68.0,91.0,2.0,2.0,1.0,86.56425524405888
1091,130.0,89.0,2.0,1.0,1.0,82.75744019858152
1092,35.6,55.0,2.0,1.0,1.0,48.42962683858484
1093,91.0,97.0,3.0,2.0,1.0,96.91674952735039
1094,145.0,127.0,3.0,2.0,2.0,144.14033862950404
1095,120.0,130.0,3.0,2.0,1.0,130.2349213179354
1096,88.5,99.0,2.0,2.0,1.0,94.64138779935222
1097,31.0,45.0,2.0,1.0,1.0,38.33321114446818
1098,80.0,95.0,2.0,2.0,1.0,90.60282152170555
1099,117.0,129.36,2.0,2.0,1.0,125.29410584669043
1100,108.0,139.7,3.0,2.0,1.0,140.02844454122854
1101,117.0,86.8,2.0,2.0,1.0,82.32376065252987
1102,69.5,73.49,2.0,1.0,1.0,67.09789945700655
